,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s,Bandwidth,bw_ratio
54,3.206400235343682e-05,0.0,0.0,0.0,0.0,128.0,8843264.0,0.0,0.0,0.0,0.0,52.81,33032064.0,67120448.0,33034240.0,8843392.0,0.0,8843392.0,0.2677214478635062,0.13175406695736,0.26770381277123373,256.8628368657519,0.0,959.4406384531044,61.700362601485814
55,7.744003076197955e-06,0.0,0.0,0.0,0.0,3072.0,915456.0,0.0,0.0,0.0,0.0,4.56,516352.0,1656704.0,725280.0,918528.0,0.0,918528.0,1.7788795240456123,0.5544309665456231,1.2664460622104567,110.4655891015479,0.0,62.09840948099836,3.993466847652628
56,0.0002303999996773,0.0,0.0,0.0,28098560.0,0.0,33505280.0,0.0,0.0,0.0,0.0,31.72,118878080.0,240200608.0,933330976.0,89702400.0,0.0,89702400.0,0.7545747710595595,0.3734478473926261,0.09610995703200576,362.5949228914795,0.0,480.528818081647,30.902174796247394
57,7.74399506393598e-06,0.0,0.0,0.0,0.0,2688.0,819840.0,0.0,0.0,0.0,0.0,4.63,526976.0,1698304.0,729312.0,822528.0,0.0,822528.0,1.5608452756861793,0.4843231835996382,1.1278136106357772,98.92037486190902,0.0,63.376156754820954,4.075637090342184
58,0.0010161919964622,0.0,0.0,0.0,6307840.0,0.0,103661568.0,0.0,0.0,0.0,0.0,43.06,411157504.0,823975264.0,3220346432.0,116277248.0,0.0,116277248.0,0.2828046353739904,0.14111740131072673,0.03610706191252407,106.56610793390628,0.0,376.8188162580138,24.232721302766162
59,0.0002151040012897,0.0,0.0,0.0,7196.0,0.0,345092.0,0.0,0.0,0.0,0.0,1.29,1376384.0,2921344.0,11010720.0,359484.0,0.0,359484.0,0.26118001952943365,0.12305432020330369,0.03264854614412137,1.5564357817880443,0.0,5.95924521558833,0.3832312035748122
60,8.256004202645532e-06,0.0,0.0,0.0,0.0,4096.0,1249280.0,0.0,0.0,0.0,0.0,5.88,802944.0,2286976.0,1112864.0,1253376.0,0.0,1253376.0,1.5609756097560976,0.5480494766888677,1.1262616096845617,141.38769005316206,0.0,90.57648894030696,5.824854594231959
61,8.224002254795501e-06,0.0,0.0,0.0,0.0,2048.0,1048576.0,0.0,0.0,0.0,0.0,14.54,2097408.0,4871104.0,2162688.0,1050624.0,0.0,1050624.0,0.5009154155986818,0.21568498640144002,0.48579545454545453,118.97733224261418,0.0,237.51980581475095,15.274585582942182
62,2.7391996208347917e-05,0.0,0.0,0.0,0.0,512.0,2228224.0,0.0,0.0,0.0,0.0,16.15,8388736.0,17439392.0,8404992.0,2228736.0,0.0,2228736.0,0.2656819811709416,0.12779895078911008,0.26516812865497075,75.77659305551548,0.0,285.215401968718,18.341826493165147
63,7.327995945911524e-06,0.0,0.0,0.0,0.0,960.0,291840.0,0.0,0.0,0.0,0.0,2.84,184448.0,923584.0,215040.0,292800.0,0.0,292800.0,1.587439278278973,0.3170258471346407,1.3616071428571428,37.21225446358953,0.0,23.44168685553334,1.5075039778478032
64,8.73919960337549e-05,0.0,0.0,0.0,0.0,3072.0,49446912.0,0.0,0.0,0.0,0.0,81.72,141568512.0,283719840.0,141655936.0,49449984.0,0.0,49449984.0,0.34930072585632604,0.17429159695000532,0.3490851523511164,526.98059895309,0.0,1508.6730714949817,97.0207763019281
65,8.255996635417657e-06,0.0,0.0,0.0,0.0,2048.0,1048576.0,0.0,0.0,0.0,0.0,14.43,2097408.0,4873088.0,2162688.0,1050624.0,0.0,1050624.0,0.5009154155986818,0.21559717370176776,0.48579545454545453,118.51626058509329,0.0,236.5993477031358,15.21539213524989
66,2.9248000000092345e-05,0.0,0.0,0.0,0.0,1280.0,5570560.0,0.0,0.0,0.0,0.0,37.27,20971776.0,42887648.0,21012480.0,5571840.0,0.0,5571840.0,0.26568279195810596,0.12991712672142805,0.26516812865497075,177.4200073211544,0.0,667.7888545718488,42.9446208727877
67,6.844800064142389e-05,0.0,0.0,0.0,3512320.0,0.0,9693184.0,0.0,0.0,0.0,0.0,52.96,33556608.0,69283776.0,294436512.0,16717824.0,0.0,16717824.0,0.49819767242267154,0.24129493173120356,0.05677904512059972,227.46737295093254,0.0,456.58056137594497,29.36209397916045
68,7.199998838779652e-06,0.0,0.0,0.0,0.0,320.0,102400.0,0.0,0.0,0.0,0.0,2.09,82048.0,700896.0,92160.0,102720.0,0.0,102720.0,1.25195007800312,0.14655526640186275,1.1145833333333333,13.286870874095385,0.0,10.612939850835067,0.6825041704717084
69,0.0002931200038734,0.0,0.0,0.0,10981376.0,0.0,43352064.0,0.0,0.0,0.0,0.0,40.19,159173248.0,322695104.0,1331762240.0,65314816.0,0.0,65314816.0,0.41033789798647574,0.20240411208717934,0.04904390140990932,207.52306834687636,0.0,505.73702639992587,32.523281440509706
70,1.2639997397658897e-05,0.0,0.0,0.0,0.0,512.0,704512.0,0.0,0.0,0.0,0.0,10.29,2293888.0,5171680.0,2310144.0,705024.0,0.0,705024.0,0.30734892026114613,0.13632397982860503,0.30518617021276595,51.94659035035209,0.0,169.01504097107113,10.869134467592998
71,7.843200258378857e-05,0.0,0.0,0.0,3153920.0,0.0,3219456.0,0.0,0.0,0.0,0.0,17.79,10240128.0,21857312.0,88782240.0,9527296.0,0.0,9527296.0,0.9303883701453732,0.435885986346354,0.1073108315356765,113.12966069385743,0.0,121.59401850238189,7.819551029092082
